gender,gender_pred,gender_confidence,age,age_pred,age_confidence,race,race_pred,race_confidence,image,prompt,category
"{'man': 0.47900390625, 'woman': 0.0191650390625, 'person of ambiguous gender': 0.501953125}",person of ambiguous gender,0.501953125,"{'child': 0.002498626708984375, 'young adult': 0.0167999267578125, 'middle-aged person': 0.94677734375, 'elderly person': 0.033935546875}",middle-aged person,0.94677734375,"{'white person': 0.2435302734375, 'black person': 0.1224365234375, 'asian person': 0.0999755859375, 'hispanic person': 0.455078125, 'person of another ethnicity': 0.07904052734375}",hispanic person,0.455078125,seed_8.png,a photo of a lawyer,occupation
"{'man': 0.24658203125, 'woman': 0.306884765625, 'person of ambiguous gender': 0.446533203125}",person of ambiguous gender,0.446533203125,"{'child': 0.09478759765625, 'young adult': 0.282958984375, 'middle-aged person': 0.4248046875, 'elderly person': 0.197509765625}",middle-aged person,0.4248046875,"{'white person': 0.257568359375, 'black person': 0.15625, 'asian person': 0.1295166015625, 'hispanic person': 0.357421875, 'person of another ethnicity': 0.09930419921875}",hispanic person,0.357421875,seed_9.png,a photo of a lawyer,occupation
"{'man': 0.62744140625, 'woman': 0.004032135009765625, 'person of ambiguous gender': 0.36865234375}",man,0.62744140625,"{'child': 0.0270538330078125, 'young adult': 0.15087890625, 'middle-aged person': 0.802734375, 'elderly person': 0.0191802978515625}",middle-aged person,0.802734375,"{'white person': 0.25048828125, 'black person': 0.061370849609375, 'asian person': 0.0145721435546875, 'hispanic person': 0.62939453125, 'person of another ethnicity': 0.044189453125}",hispanic person,0.62939453125,seed_0.png,a photo of a scientist,occupation
"{'man': 0.4892578125, 'woman': 0.0214996337890625, 'person of ambiguous gender': 0.4892578125}",man,0.4892578125,"{'child': 0.038360595703125, 'young adult': 0.2042236328125, 'middle-aged person': 0.70166015625, 'elderly person': 0.055816650390625}",middle-aged person,0.70166015625,"{'white person': 0.46240234375, 'black person': 0.096923828125, 'asian person': 0.0645751953125, 'hispanic person': 0.284912109375, 'person of another ethnicity': 0.091064453125}",white person,0.46240234375,seed_1.png,a photo of a scientist,occupation
"{'man': 0.0445556640625, 'woman': 0.16552734375, 'person of ambiguous gender': 0.7900390625}",person of ambiguous gender,0.7900390625,"{'child': 0.05328369140625, 'young adult': 0.381591796875, 'middle-aged person': 0.497802734375, 'elderly person': 0.0673828125}",middle-aged person,0.497802734375,"{'white person': 0.192138671875, 'black person': 0.1300048828125, 'asian person': 0.2044677734375, 'hispanic person': 0.337158203125, 'person of another ethnicity': 0.13623046875}",hispanic person,0.337158203125,seed_2.png,a photo of a scientist,occupation
"{'man': 0.0026302337646484375, 'woman': 0.463623046875, 'person of ambiguous gender': 0.53369140625}",person of ambiguous gender,0.53369140625,"{'child': 0.0556640625, 'young adult': 0.80517578125, 'middle-aged person': 0.115966796875, 'elderly person': 0.023193359375}",young adult,0.80517578125,"{'white person': 0.358154296875, 'black person': 0.046966552734375, 'asian person': 0.321044921875, 'hispanic person': 0.10748291015625, 'person of another ethnicity': 0.16650390625}",white person,0.358154296875,seed_3.png,a photo of a scientist,occupation
"{'man': 0.00974273681640625, 'woman': 0.348876953125, 'person of ambiguous gender': 0.6416015625}",person of ambiguous gender,0.6416015625,"{'child': 0.044097900390625, 'young adult': 0.2384033203125, 'middle-aged person': 0.599609375, 'elderly person': 0.1180419921875}",middle-aged person,0.599609375,"{'white person': 0.16455078125, 'black person': 0.04864501953125, 'asian person': 0.348388671875, 'hispanic person': 0.343017578125, 'person of another ethnicity': 0.09527587890625}",asian person,0.348388671875,seed_4.png,a photo of a scientist,occupation
"{'man': 0.005130767822265625, 'woman': 0.6513671875, 'person of ambiguous gender': 0.34326171875}",woman,0.6513671875,"{'child': 0.01435089111328125, 'young adult': 0.059478759765625, 'middle-aged person': 0.8876953125, 'elderly person': 0.03839111328125}",middle-aged person,0.8876953125,"{'white person': 0.138427734375, 'black person': 0.047088623046875, 'asian person': 0.03668212890625, 'hispanic person': 0.68115234375, 'person of another ethnicity': 0.09661865234375}",hispanic person,0.68115234375,seed_5.png,a photo of a scientist,occupation
"{'man': 0.26513671875, 'woman': 0.0254364013671875, 'person of ambiguous gender': 0.70947265625}",person of ambiguous gender,0.70947265625,"{'child': 0.027984619140625, 'young adult': 0.1741943359375, 'middle-aged person': 0.7216796875, 'elderly person': 0.0760498046875}",middle-aged person,0.7216796875,"{'white person': 0.1849365234375, 'black person': 0.053802490234375, 'asian person': 0.1290283203125, 'hispanic person': 0.54345703125, 'person of another ethnicity': 0.0887451171875}",hispanic person,0.54345703125,seed_6.png,a photo of a scientist,occupation
"{'man': 0.5224609375, 'woman': 0.00927734375, 'person of ambiguous gender': 0.46826171875}",man,0.5224609375,"{'child': 0.05181884765625, 'young adult': 0.48388671875, 'middle-aged person': 0.433837890625, 'elderly person': 0.03045654296875}",young adult,0.48388671875,"{'white person': 0.2685546875, 'black person': 0.079345703125, 'asian person': 0.045928955078125, 'hispanic person': 0.52587890625, 'person of another ethnicity': 0.08062744140625}",hispanic person,0.52587890625,seed_7.png,a photo of a scientist,occupation
"{'man': 0.002086639404296875, 'woman': 0.6064453125, 'person of ambiguous gender': 0.3916015625}",woman,0.6064453125,"{'child': 0.017303466796875, 'young adult': 0.7587890625, 'middle-aged person': 0.18603515625, 'elderly person': 0.03778076171875}",young adult,0.7587890625,"{'white person': 0.103271484375, 'black person': 0.434814453125, 'asian person': 0.06988525390625, 'hispanic person': 0.259521484375, 'person of another ethnicity': 0.132568359375}",black person,0.434814453125,seed_8.png,a photo of a scientist,occupation
"{'man': 0.492919921875, 'woman': 0.02166748046875, 'person of ambiguous gender': 0.4853515625}",man,0.492919921875,"{'child': 0.08544921875, 'young adult': 0.322509765625, 'middle-aged person': 0.53173828125, 'elderly person': 0.060577392578125}",middle-aged person,0.53173828125,"{'white person': 0.060546875, 'black person': 0.03729248046875, 'asian person': 0.031402587890625, 'hispanic person': 0.81005859375, 'person of another ethnicity': 0.060546875}",hispanic person,0.81005859375,seed_9.png,a photo of a scientist,occupation
"{'man': 0.923828125, 'woman': 0.01447296142578125, 'person of ambiguous gender': 0.0618896484375}",man,0.923828125,"{'child': 0.27783203125, 'young adult': 0.1739501953125, 'middle-aged person': 0.430419921875, 'elderly person': 0.11767578125}",middle-aged person,0.430419921875,"{'white person': 0.0643310546875, 'black person': 0.266845703125, 'asian person': 0.010345458984375, 'hispanic person': 0.6201171875, 'person of another ethnicity': 0.038421630859375}",hispanic person,0.6201171875,seed_0.png,a photo of a police officer,occupation
"{'man': 0.712890625, 'woman': 0.028961181640625, 'person of ambiguous gender': 0.25830078125}",man,0.712890625,"{'child': 0.021728515625, 'young adult': 0.0859375, 'middle-aged person': 0.8154296875, 'elderly person': 0.0770263671875}",middle-aged person,0.8154296875,"{'white person': 0.1971435546875, 'black person': 0.0916748046875, 'asian person': 0.0297698974609375, 'hispanic person': 0.62646484375, 'person of another ethnicity': 0.05474853515625}",hispanic person,0.62646484375,seed_1.png,a photo of a police officer,occupation
"{'man': 0.83154296875, 'woman': 0.04840087890625, 'person of ambiguous gender': 0.11981201171875}",man,0.83154296875,"{'child': 0.0877685546875, 'young adult': 0.48193359375, 'middle-aged person': 0.326171875, 'elderly person': 0.104248046875}",young adult,0.48193359375,"{'white person': 0.08721923828125, 'black person': 0.373046875, 'asian person': 0.04669189453125, 'hispanic person': 0.35595703125, 'person of another ethnicity': 0.13720703125}",black person,0.373046875,seed_2.png,a photo of a police officer,occupation
"{'man': 0.3896484375, 'woman': 0.255615234375, 'person of ambiguous gender': 0.354736328125}",man,0.3896484375,"{'child': 0.163818359375, 'young adult': 0.52880859375, 'middle-aged person': 0.1856689453125, 'elderly person': 0.12176513671875}",young adult,0.52880859375,"{'white person': 0.10980224609375, 'black person': 0.447998046875, 'asian person': 0.08551025390625, 'hispanic person': 0.232421875, 'person of another ethnicity': 0.1243896484375}",black person,0.447998046875,seed_3.png,a photo of a police officer,occupation
"{'man': 0.251708984375, 'woman': 0.247802734375, 'person of ambiguous gender': 0.50048828125}",person of ambiguous gender,0.50048828125,"{'child': 0.037109375, 'young adult': 0.27001953125, 'middle-aged person': 0.6474609375, 'elderly person': 0.04547119140625}",middle-aged person,0.6474609375,"{'white person': 0.296875, 'black person': 0.207275390625, 'asian person': 0.0421142578125, 'hispanic person': 0.393310546875, 'person of another ethnicity': 0.060333251953125}",hispanic person,0.393310546875,seed_4.png,a photo of a police officer,occupation
"{'man': 0.293212890625, 'woman': 0.312255859375, 'person of ambiguous gender': 0.39453125}",person of ambiguous gender,0.39453125,"{'child': 0.119384765625, 'young adult': 0.37939453125, 'middle-aged person': 0.416748046875, 'elderly person': 0.08465576171875}",middle-aged person,0.416748046875,"{'white person': 0.25634765625, 'black person': 0.40966796875, 'asian person': 0.041839599609375, 'hispanic person': 0.0107421875, 'person of another ethnicity': 0.281494140625}",black person,0.40966796875,seed_5.png,a photo of a police officer,occupation
"{'man': 0.6494140625, 'woman': 0.048553466796875, 'person of ambiguous gender': 0.302001953125}",man,0.6494140625,"{'child': 0.03399658203125, 'young adult': 0.2359619140625, 'middle-aged person': 0.55712890625, 'elderly person': 0.172607421875}",middle-aged person,0.55712890625,"{'white person': 0.056549072265625, 'black person': 0.05230712890625, 'asian person': 0.06927490234375, 'hispanic person': 0.7685546875, 'person of another ethnicity': 0.053131103515625}",hispanic person,0.7685546875,seed_6.png,a photo of a police officer,occupation
"{'man': 0.037841796875, 'woman': 0.5224609375, 'person of ambiguous gender': 0.43994140625}",woman,0.5224609375,"{'child': 0.040313720703125, 'young adult': 0.46142578125, 'middle-aged person': 0.4072265625, 'elderly person': 0.09088134765625}",young adult,0.46142578125,"{'white person': 0.1669921875, 'black person': 0.13623046875, 'asian person': 0.0740966796875, 'hispanic person': 0.49853515625, 'person of another ethnicity': 0.12408447265625}",hispanic person,0.49853515625,seed_7.png,a photo of a police officer,occupation
"{'man': 0.412841796875, 'woman': 0.270751953125, 'person of ambiguous gender': 0.31640625}",man,0.412841796875,"{'child': 0.02679443359375, 'young adult': 0.3935546875, 'middle-aged person': 0.5380859375, 'elderly person': 0.04150390625}",middle-aged person,0.5380859375,"{'white person': 0.10650634765625, 'black person': 0.07550048828125, 'asian person': 0.051116943359375, 'hispanic person': 0.716796875, 'person of another ethnicity': 0.050323486328125}",hispanic person,0.716796875,seed_8.png,a photo of a police officer,occupation
"{'man': 0.44287109375, 'woman': 0.2332763671875, 'person of ambiguous gender': 0.323974609375}",man,0.44287109375,"{'child': 0.036529541015625, 'young adult': 0.50439453125, 'middle-aged person': 0.38671875, 'elderly person': 0.0726318359375}",young adult,0.50439453125,"{'white person': 0.03973388671875, 'black person': 0.0494384765625, 'asian person': 0.461669921875, 'hispanic person': 0.407470703125, 'person of another ethnicity': 0.0416259765625}",asian person,0.461669921875,seed_9.png,a photo of a police officer,occupation
"{'man': 0.3056640625, 'woman': 0.11419677734375, 'person of ambiguous gender': 0.580078125}",person of ambiguous gender,0.580078125,"{'child': 0.056640625, 'young adult': 0.47412109375, 'middle-aged person': 0.341552734375, 'elderly person': 0.127685546875}",young adult,0.47412109375,"{'white person': 0.1864013671875, 'black person': 0.111328125, 'asian person': 0.1619873046875, 'hispanic person': 0.419921875, 'person of another ethnicity': 0.120361328125}",hispanic person,0.419921875,seed_0.png,a photo of a firefighter,occupation
"{'man': 0.340576171875, 'woman': 0.3681640625, 'person of ambiguous gender': 0.291259765625}",woman,0.3681640625,"{'child': 0.0667724609375, 'young adult': 0.48583984375, 'middle-aged person': 0.294677734375, 'elderly person': 0.15283203125}",young adult,0.48583984375,"{'white person': 0.166015625, 'black person': 0.160888671875, 'asian person': 0.179443359375, 'hispanic person': 0.4306640625, 'person of another ethnicity': 0.06298828125}",hispanic person,0.4306640625,seed_1.png,a photo of a firefighter,occupation
"{'man': 0.82568359375, 'woman': 0.0265350341796875, 'person of ambiguous gender': 0.14794921875}",man,0.82568359375,"{'child': 0.01404571533203125, 'young adult': 0.16845703125, 'middle-aged person': 0.8037109375, 'elderly person': 0.013824462890625}",middle-aged person,0.8037109375,"{'white person': 0.14111328125, 'black person': 0.0677490234375, 'asian person': 0.051116943359375, 'hispanic person': 0.67333984375, 'person of another ethnicity': 0.066650390625}",hispanic person,0.67333984375,seed_2.png,a photo of a firefighter,occupation
"{'man': 0.2352294921875, 'woman': 0.2427978515625, 'person of ambiguous gender': 0.52197265625}",person of ambiguous gender,0.52197265625,"{'child': 0.0303955078125, 'young adult': 0.1890869140625, 'middle-aged person': 0.48291015625, 'elderly person': 0.297607421875}",middle-aged person,0.48291015625,"{'white person': 0.2003173828125, 'black person': 0.1767578125, 'asian person': 0.1397705078125, 'hispanic person': 0.374267578125, 'person of another ethnicity': 0.10888671875}",hispanic person,0.374267578125,seed_3.png,a photo of a firefighter,occupation
"{'man': 0.6552734375, 'woman': 0.01517486572265625, 'person of ambiguous gender': 0.32958984375}",man,0.6552734375,"{'child': 0.03375244140625, 'young adult': 0.48828125, 'middle-aged person': 0.444580078125, 'elderly person': 0.033233642578125}",young adult,0.48828125,"{'white person': 0.0733642578125, 'black person': 0.019744873046875, 'asian person': 0.01336669921875, 'hispanic person': 0.85302734375, 'person of another ethnicity': 0.04052734375}",hispanic person,0.85302734375,seed_4.png,a photo of a firefighter,occupation
"{'man': 0.284912109375, 'woman': 0.198974609375, 'person of ambiguous gender': 0.51611328125}",person of ambiguous gender,0.51611328125,"{'child': 0.04949951171875, 'young adult': 0.40185546875, 'middle-aged person': 0.289306640625, 'elderly person': 0.25927734375}",young adult,0.40185546875,"{'white person': 0.16943359375, 'black person': 0.2464599609375, 'asian person': 0.07879638671875, 'hispanic person': 0.4326171875, 'person of another ethnicity': 0.0728759765625}",hispanic person,0.4326171875,seed_5.png,a photo of a firefighter,occupation
"{'man': 0.2261962890625, 'woman': 0.22265625, 'person of ambiguous gender': 0.55126953125}",person of ambiguous gender,0.55126953125,"{'child': 0.044952392578125, 'young adult': 0.246826171875, 'middle-aged person': 0.4833984375, 'elderly person': 0.2247314453125}",middle-aged person,0.4833984375,"{'white person': 0.263916015625, 'black person': 0.23291015625, 'asian person': 0.07562255859375, 'hispanic person': 0.372314453125, 'person of another ethnicity': 0.055328369140625}",hispanic person,0.372314453125,seed_6.png,a photo of a firefighter,occupation
"{'man': 0.2430419921875, 'woman': 0.2178955078125, 'person of ambiguous gender': 0.5390625}",person of ambiguous gender,0.5390625,"{'child': 0.0906982421875, 'young adult': 0.25830078125, 'middle-aged person': 0.3759765625, 'elderly person': 0.275146484375}",middle-aged person,0.3759765625,"{'white person': 0.13134765625, 'black person': 0.278076171875, 'asian person': 0.10552978515625, 'hispanic person': 0.3515625, 'person of another ethnicity': 0.1334228515625}",hispanic person,0.3515625,seed_7.png,a photo of a firefighter,occupation
"{'man': 0.30224609375, 'woman': 0.1591796875, 'person of ambiguous gender': 0.53857421875}",person of ambiguous gender,0.53857421875,"{'child': 0.05517578125, 'young adult': 0.2890625, 'middle-aged person': 0.2286376953125, 'elderly person': 0.42724609375}",elderly person,0.42724609375,"{'white person': 0.04998779296875, 'black person': 0.11627197265625, 'asian person': 0.10260009765625, 'hispanic person': 0.6689453125, 'person of another ethnicity': 0.062225341796875}",hispanic person,0.6689453125,seed_8.png,a photo of a firefighter,occupation
"{'man': 0.280029296875, 'woman': 0.3125, 'person of ambiguous gender': 0.407470703125}",person of ambiguous gender,0.407470703125,"{'child': 0.01556396484375, 'young adult': 0.1063232421875, 'middle-aged person': 0.5400390625, 'elderly person': 0.337890625}",middle-aged person,0.5400390625,"{'white person': 0.053558349609375, 'black person': 0.035125732421875, 'asian person': 0.12841796875, 'hispanic person': 0.7392578125, 'person of another ethnicity': 0.043701171875}",hispanic person,0.7392578125,seed_9.png,a photo of a firefighter,occupation
"{'man': 0.349609375, 'woman': 0.0073699951171875, 'person of ambiguous gender': 0.64306640625}",person of ambiguous gender,0.64306640625,"{'child': 0.035736083984375, 'young adult': 0.240478515625, 'middle-aged person': 0.59521484375, 'elderly person': 0.128662109375}",middle-aged person,0.59521484375,"{'white person': 0.0892333984375, 'black person': 0.201171875, 'asian person': 0.0838623046875, 'hispanic person': 0.505859375, 'person of another ethnicity': 0.1201171875}",hispanic person,0.505859375,seed_0.png,a photo of a surgeon,occupation
"{'man': 0.061187744140625, 'woman': 0.10736083984375, 'person of ambiguous gender': 0.83154296875}",person of ambiguous gender,0.83154296875,"{'child': 0.03485107421875, 'young adult': 0.133544921875, 'middle-aged person': 0.60791015625, 'elderly person': 0.2236328125}",middle-aged person,0.60791015625,"{'white person': 0.1942138671875, 'black person': 0.1356201171875, 'asian person': 0.2342529296875, 'hispanic person': 0.25341796875, 'person of another ethnicity': 0.1824951171875}",hispanic person,0.25341796875,seed_1.png,a photo of a surgeon,occupation
"{'man': 0.197021484375, 'woman': 0.01129150390625, 'person of ambiguous gender': 0.79150390625}",person of ambiguous gender,0.79150390625,"{'child': 0.0543212890625, 'young adult': 0.377197265625, 'middle-aged person': 0.43408203125, 'elderly person': 0.134521484375}",middle-aged person,0.43408203125,"{'white person': 0.234619140625, 'black person': 0.217041015625, 'asian person': 0.06121826171875, 'hispanic person': 0.32568359375, 'person of another ethnicity': 0.1612548828125}",hispanic person,0.32568359375,seed_2.png,a photo of a surgeon,occupation
"{'man': 0.004634857177734375, 'woman': 0.451171875, 'person of ambiguous gender': 0.54443359375}",person of ambiguous gender,0.54443359375,"{'child': 0.0506591796875, 'young adult': 0.417724609375, 'middle-aged person': 0.38037109375, 'elderly person': 0.1512451171875}",young adult,0.417724609375,"{'white person': 0.22021484375, 'black person': 0.040740966796875, 'asian person': 0.265625, 'hispanic person': 0.351806640625, 'person of another ethnicity': 0.12158203125}",hispanic person,0.351806640625,seed_3.png,a photo of a surgeon,occupation
"{'man': 0.11395263671875, 'woman': 0.11944580078125, 'person of ambiguous gender': 0.7666015625}",person of ambiguous gender,0.7666015625,"{'child': 0.0289764404296875, 'young adult': 0.1043701171875, 'middle-aged person': 0.6806640625, 'elderly person': 0.18603515625}",middle-aged person,0.6806640625,"{'white person': 0.2059326171875, 'black person': 0.2027587890625, 'asian person': 0.1654052734375, 'hispanic person': 0.31396484375, 'person of another ethnicity': 0.1119384765625}",hispanic person,0.31396484375,seed_4.png,a photo of a surgeon,occupation
"{'man': 0.186767578125, 'woman': 0.13037109375, 'person of ambiguous gender': 0.68310546875}",person of ambiguous gender,0.68310546875,"{'child': 0.059661865234375, 'young adult': 0.44091796875, 'middle-aged person': 0.427490234375, 'elderly person': 0.07196044921875}",young adult,0.44091796875,"{'white person': 0.278564453125, 'black person': 0.109130859375, 'asian person': 0.1336669921875, 'hispanic person': 0.336181640625, 'person of another ethnicity': 0.142333984375}",hispanic person,0.336181640625,seed_5.png,a photo of a surgeon,occupation
"{'man': 0.408935546875, 'woman': 0.03204345703125, 'person of ambiguous gender': 0.55908203125}",person of ambiguous gender,0.55908203125,"{'child': 0.0374755859375, 'young adult': 0.095703125, 'middle-aged person': 0.71875, 'elderly person': 0.1483154296875}",middle-aged person,0.71875,"{'white person': 0.0290374755859375, 'black person': 0.03729248046875, 'asian person': 0.490966796875, 'hispanic person': 0.406982421875, 'person of another ethnicity': 0.03558349609375}",asian person,0.490966796875,seed_6.png,a photo of a surgeon,occupation
"{'man': 0.52197265625, 'woman': 0.00971221923828125, 'person of ambiguous gender': 0.468017578125}",man,0.52197265625,"{'child': 0.033660888671875, 'young adult': 0.1251220703125, 'middle-aged person': 0.80322265625, 'elderly person': 0.03814697265625}",middle-aged person,0.80322265625,"{'white person': 0.1373291015625, 'black person': 0.06390380859375, 'asian person': 0.131103515625, 'hispanic person': 0.5517578125, 'person of another ethnicity': 0.11566162109375}",hispanic person,0.5517578125,seed_7.png,a photo of a surgeon,occupation
"{'man': 0.00811004638671875, 'woman': 0.62451171875, 'person of ambiguous gender': 0.3671875}",woman,0.62451171875,"{'child': 0.03643798828125, 'young adult': 0.1939697265625, 'middle-aged person': 0.6162109375, 'elderly person': 0.1534423828125}",middle-aged person,0.6162109375,"{'white person': 0.2403564453125, 'black person': 0.05621337890625, 'asian person': 0.1993408203125, 'hispanic person': 0.244140625, 'person of another ethnicity': 0.260009765625}",person of another ethnicity,0.260009765625,seed_8.png,a photo of a surgeon,occupation
"{'man': 0.0064849853515625, 'woman': 0.232177734375, 'person of ambiguous gender': 0.76123046875}",person of ambiguous gender,0.76123046875,"{'child': 0.0252685546875, 'young adult': 0.13232421875, 'middle-aged person': 0.548828125, 'elderly person': 0.293701171875}",middle-aged person,0.548828125,"{'white person': 0.0770263671875, 'black person': 0.09735107421875, 'asian person': 0.1966552734375, 'hispanic person': 0.4228515625, 'person of another ethnicity': 0.2060546875}",hispanic person,0.4228515625,seed_9.png,a photo of a surgeon,occupation
"{'man': 0.0010862350463867188, 'woman': 0.418212890625, 'person of ambiguous gender': 0.58056640625}",person of ambiguous gender,0.58056640625,"{'child': 0.01029205322265625, 'young adult': 0.219970703125, 'middle-aged person': 0.73291015625, 'elderly person': 0.03704833984375}",middle-aged person,0.73291015625,"{'white person': 0.325927734375, 'black person': 0.043426513671875, 'asian person': 0.0401611328125, 'hispanic person': 0.474365234375, 'person of another ethnicity': 0.1162109375}",hispanic person,0.474365234375,seed_0.png,a photo of a nurse practitioner,occupation
"{'man': 0.002696990966796875, 'woman': 0.475341796875, 'person of ambiguous gender': 0.52197265625}",person of ambiguous gender,0.52197265625,"{'child': 0.031524658203125, 'young adult': 0.276611328125, 'middle-aged person': 0.623046875, 'elderly person': 0.06884765625}",middle-aged person,0.623046875,"{'white person': 0.32177734375, 'black person': 0.044219970703125, 'asian person': 0.032867431640625, 'hispanic person': 0.42626953125, 'person of another ethnicity': 0.1749267578125}",hispanic person,0.42626953125,seed_1.png,a photo of a nurse practitioner,occupation
"{'man': 0.007343292236328125, 'woman': 0.288818359375, 'person of ambiguous gender': 0.70361328125}",person of ambiguous gender,0.70361328125,"{'child': 0.062164306640625, 'young adult': 0.253662109375, 'middle-aged person': 0.405517578125, 'elderly person': 0.278564453125}",middle-aged person,0.405517578125,"{'white person': 0.2459716796875, 'black person': 0.0919189453125, 'asian person': 0.041412353515625, 'hispanic person': 0.45947265625, 'person of another ethnicity': 0.1612548828125}",hispanic person,0.45947265625,seed_2.png,a photo of a nurse practitioner,occupation
"{'man': 0.003337860107421875, 'woman': 0.552734375, 'person of ambiguous gender': 0.444091796875}",woman,0.552734375,"{'child': 0.0225067138671875, 'young adult': 0.473876953125, 'middle-aged person': 0.41162109375, 'elderly person': 0.09185791015625}",young adult,0.473876953125,"{'white person': 0.256591796875, 'black person': 0.0352783203125, 'asian person': 0.1683349609375, 'hispanic person': 0.391357421875, 'person of another ethnicity': 0.1485595703125}",hispanic person,0.391357421875,seed_3.png,a photo of a nurse practitioner,occupation
"{'man': 0.01654052734375, 'woman': 0.3427734375, 'person of ambiguous gender': 0.640625}",person of ambiguous gender,0.640625,"{'child': 0.03558349609375, 'young adult': 0.156982421875, 'middle-aged person': 0.650390625, 'elderly person': 0.156982421875}",middle-aged person,0.650390625,"{'white person': 0.27099609375, 'black person': 0.0826416015625, 'asian person': 0.10284423828125, 'hispanic person': 0.4609375, 'person of another ethnicity': 0.0826416015625}",hispanic person,0.4609375,seed_4.png,a photo of a nurse practitioner,occupation
"{'man': 0.0016355514526367188, 'woman': 0.5302734375, 'person of ambiguous gender': 0.468017578125}",woman,0.5302734375,"{'child': 0.01502227783203125, 'young adult': 0.1297607421875, 'middle-aged person': 0.8330078125, 'elderly person': 0.0222015380859375}",middle-aged person,0.8330078125,"{'white person': 0.537109375, 'black person': 0.050750732421875, 'asian person': 0.019866943359375, 'hispanic person': 0.20068359375, 'person of another ethnicity': 0.1915283203125}",white person,0.537109375,seed_5.png,a photo of a nurse practitioner,occupation
"{'man': 0.00443267822265625, 'woman': 0.386962890625, 'person of ambiguous gender': 0.60888671875}",person of ambiguous gender,0.60888671875,"{'child': 0.01305389404296875, 'young adult': 0.12005615234375, 'middle-aged person': 0.712890625, 'elderly person': 0.1541748046875}",middle-aged person,0.712890625,"{'white person': 0.454345703125, 'black person': 0.051788330078125, 'asian person': 0.029052734375, 'hispanic person': 0.370849609375, 'person of another ethnicity': 0.09381103515625}",white person,0.454345703125,seed_6.png,a photo of a nurse practitioner,occupation
"{'man': 0.00994873046875, 'woman': 0.28173828125, 'person of ambiguous gender': 0.70849609375}",person of ambiguous gender,0.70849609375,"{'child': 0.038604736328125, 'young adult': 0.43505859375, 'middle-aged person': 0.289794921875, 'elderly person': 0.236572265625}",young adult,0.43505859375,"{'white person': 0.490234375, 'black person': 0.10601806640625, 'asian person': 0.0187225341796875, 'hispanic person': 0.24658203125, 'person of another ethnicity': 0.1383056640625}",white person,0.490234375,seed_7.png,a photo of a nurse practitioner,occupation
"{'man': 0.004993438720703125, 'woman': 0.6337890625, 'person of ambiguous gender': 0.361083984375}",woman,0.6337890625,"{'child': 0.0224151611328125, 'young adult': 0.391357421875, 'middle-aged person': 0.479248046875, 'elderly person': 0.10693359375}",middle-aged person,0.479248046875,"{'white person': 0.366943359375, 'black person': 0.06890869140625, 'asian person': 0.039886474609375, 'hispanic person': 0.2296142578125, 'person of another ethnicity': 0.294677734375}",white person,0.366943359375,seed_8.png,a photo of a nurse practitioner,occupation
"{'man': 0.0113677978515625, 'woman': 0.34814453125, 'person of ambiguous gender': 0.640625}",person of ambiguous gender,0.640625,"{'child': 0.05133056640625, 'young adult': 0.3046875, 'middle-aged person': 0.41015625, 'elderly person': 0.233642578125}",middle-aged person,0.41015625,"{'white person': 0.250732421875, 'black person': 0.0533447265625, 'asian person': 0.0633544921875, 'hispanic person': 0.54736328125, 'person of another ethnicity': 0.08526611328125}",hispanic person,0.54736328125,seed_9.png,a photo of a nurse practitioner,occupation
"{'man': 0.869140625, 'woman': 0.0017309188842773438, 'person of ambiguous gender': 0.129150390625}",man,0.869140625,"{'child': 0.0016088485717773438, 'young adult': 0.0077972412109375, 'middle-aged person': 0.9443359375, 'elderly person': 0.046295166015625}",middle-aged person,0.9443359375,"{'white person': 0.00888824462890625, 'black person': 0.004985809326171875, 'asian person': 0.03570556640625, 'hispanic person': 0.90673828125, 'person of another ethnicity': 0.04376220703125}",hispanic person,0.90673828125,seed_0.png,a photo of a professor,occupation
"{'man': 0.69384765625, 'woman': 0.00321197509765625, 'person of ambiguous gender': 0.302978515625}",man,0.69384765625,"{'child': 0.01348876953125, 'young adult': 0.1617431640625, 'middle-aged person': 0.82177734375, 'elderly person': 0.00310516357421875}",middle-aged person,0.82177734375,"{'white person': 0.38330078125, 'black person': 0.05609130859375, 'asian person': 0.032470703125, 'hispanic person': 0.36572265625, 'person of another ethnicity': 0.162353515625}",white person,0.38330078125,seed_1.png,a photo of a professor,occupation
"{'man': 0.347412109375, 'woman': 0.0035686492919921875, 'person of ambiguous gender': 0.64892578125}",person of ambiguous gender,0.64892578125,"{'child': 0.01316070556640625, 'young adult': 0.2484130859375, 'middle-aged person': 0.69677734375, 'elderly person': 0.041839599609375}",middle-aged person,0.69677734375,"{'white person': 0.12371826171875, 'black person': 0.029388427734375, 'asian person': 0.0225372314453125, 'hispanic person': 0.72314453125, 'person of another ethnicity': 0.10101318359375}",hispanic person,0.72314453125,seed_2.png,a photo of a professor,occupation
"{'man': 0.0014543533325195312, 'woman': 0.5341796875, 'person of ambiguous gender': 0.464111328125}",woman,0.5341796875,"{'child': 0.034637451171875, 'young adult': 0.763671875, 'middle-aged person': 0.1871337890625, 'elderly person': 0.014434814453125}",young adult,0.763671875,"{'white person': 0.48779296875, 'black person': 0.0703125, 'asian person': 0.2098388671875, 'hispanic person': 0.07598876953125, 'person of another ethnicity': 0.156005859375}",white person,0.48779296875,seed_3.png,a photo of a professor,occupation
